date,NR_peak_demand,WR_peak_demand,SR_peak_demand,ER_peak_demand,NER_peak_demand,Total_peak_demand,NR_peak_shortage,WR_peak_shortage,SR_peak_shortage,ER_peak_shortage,NER_peak_shortage,Total_peak_shortage
11-Oct-19,48195,47417,38863,19599,2467,156541,529,0,0,0,122,651
28-May-19,53530,51613,43142,21552,2460,172297,944,0,0,0,158,1102
8-Jan-20,48692,48023,39584,18295,2452,157046,595,0,0,0,29,624
23-Dec-19,44436,45325,36290,17852,2335,146238,601,0,0,0,23,624
3-Apr-19,46342,50278,46949,21407,1939,166915,547,0,0,0,518,1065
17-Jul-19,49017,49337,41780,20677,2632,163443,632,0,20,0,199,851
1-Sep-19,59556,45585,40406,23016,2873,171436,2402,0,75,0,147,2624
18-Jan-20,47543,46662,38222,18203,2396,153026,631,0,0,0,29,660
1-Oct-19,45496,42852,37630,18165,2392,146535,1713,0,0,0,179,1892
1-Feb-20,47320,47529,42519,17873,2423,157664,614,0,0,0,28,642
15-Jan-20,46271,43177,37949,18549,2361,148307,545,0,0,0,39,584
21-Jun-19,52341,48777,41807,20199,2765,165889,1025,0,0,0,103,1128
7-Jul-19,55806,42574,41051,19112,2325,160868,485,0,0,0,474,959
13-Apr-19,48356,50439,45280,20635,2593,167303,653,12,0,0,32,697
27-Mar-20,28917,31652,34956,16865,2158,114548,512,0,0,0,46,558
27-Nov-19,42015,48524,38032,18251,2383,149205,464,0,0,0,35,499
17-Mar-20,38399,49175,45255,19367,2415,154611,515,0,0,0,5,520
23-Apr-19,47645,50357,40828,20259,2435,161524,507,25,0,0,137,669
21-Sep-19,56477,45505,39016,22635,2917,166550,2268,0,0,101,153,2522
NR WR SR ER NER TOTAL,501,0,0,0,41,542,579,781,900,333,36,2629
17-Nov-19,41898,47510,39189,18073,2374,149044,486,0,0,0,16,502
3-Dec-19,42531,47325,35163,18377,2286,145682,531,0,0,0,34,565
31-Oct-19,43121,40272,34740,18673,2526,139332,512,0,0,0,39,551
28-Jan-20,46236,49012,41258,18929,2457,157892,692,0,0,0,51,743
8-May-19,52026,49569,42109,21249,2466,167419,479,0,0,30,39,548
7-Aug-19,53329,44240,38007,19822,2912,158310,480,0,0,0,207,687
5-May-19,49941,48786,42914,18216,1419,161276,546,0,20,0,936,1502
25-Jan-20,47966,49409,40346,18282,2461,158464,620,0,0,0,26,646
13-Dec-19,41659,46496,38332,18002,2150,146639,520,0,0,0,39,559
7-Nov-19,42092,45455,38818,18945,2452,147762,509,0,0,0,55,564
07-Mar-2020,35391,48364,44548,16012,2312,146627,480,0,0,0,104,584
1-Jun-19,56432,50970,43386,19749,2408,172945,1107,0,0,0,87,1194
15-May-19,52783,49622,43465,20043,2334,168247,581,0,30,0,282,893
21-Feb-20,44148,51676,44950,17977,2411,161162,363,0,0,0,25,388
17-Aug-19,52026,41772,40121,21033,2824,157776,488,42,0,0,130,660
18-May-19,43471,50202,43299,22033,2293,161298,522,0,30,0,306,858
21-Oct-19,43117,43747,33073,20037,2627,142601,528,0,0,0,97,625
9-Nov-19,41751,44237,38398,18288,2354,145028,375,0,0,0,39,414
24-Jul-19,59193,50648,39146,20825,2548,172360,3244,0,0,0,258,3502
30-Apr-19,52255,51158,42381,21923,2420,170137,520,225,0,0,217,962
4-Mar-20,42485,49877,44904,16713,2130,156109,600,0,0,0,257,857
10-Dec-19,43960,47584,38340,17867,2316,150067,522,0,0,0,45,567
4-Nov-19,40211,40923,33829,18809,2316,136088,508,0,0,0,87,595
09-Mar-2020,36208,46894,40918,15250,2267,141537,551,0,0,0,70,621
29-Jul-19,49838,42268,35774,19390,2621,149891,476,0,0,0,226,702
19-Aug-19,43515,42754,36364,19679,2657,144969,2701,0,0,0,203,2904
22-Oct-19,44599,44996,36707,20444,2553,149299,488,0,0,0,189,677
22-Feb-20,43079,48202,48365,18259,2317,160222,600,0,0,0,55,655
14-Aug-19,55338,43780,39214,20585,2693,161610,744,0,0,0,182,926
19-Mar-2020,40437,49440,45875,19292,2436,157480,571,0,0,0,43,614
14-Nov-19,42403,46477,39351,18055,2377,148663,829,0,0,0,61,890
20-Apr-19,44267,47365,41839,20055,2429,155955,499,0,0,0,121,620
14-Mar-2020,37332,47331,44814,17470,2431,149378,576,0,0,0,44,620
22-Sep-19,54594,45517,38700,21696,2864,163371,2265,0,70,55,139,2529
19-Nov-19,43318,47269,39326,17992,2324,150229,529,0,0,0,52,581
4-Aug-19,54130,42290,37586,21630,2842,158478,1569,37,0,400,160,2166
26-Jan-20,47883,49655,41165,18286,2449,159438,572,0,0,0,29,601
6-May-19,48479,46846,40659,18725,2195,156904,502,0,0,0,255,757
12-Jun-19,58158,50642,42951,21079,2780,175610,1092,0,0,0,89,1181
9-Aug-19,56550,42529,36165,19684,2851,157779,965,0,0,0,195,1160
22-Jun-19,59075,49106,41476,18614,2739,171010,2100,0,0,0,118,2218
2-Feb-20,46495,47849,41290,17755,2445,155834,651,0,0,0,26,677
2-Oct-19,46345,43786,39193,19667,2532,151523,1215,0,0,0,121,1336
30-Dec-19,47987,46085,35824,18017,2306,150219,673,0,0,0,46,719
9-Jul-19,57970,44095,41957,19510,2550,166082,564,0,0,0,187,751
30-Mar-20,27479,30855,34504,15697,2097,110632,519,0,0,0,90,609
29-Nov-19,40821,48252,37475,18293,2328,147169,509,0,0,0,40,549
12-Sep-19,60701,43327,40247,22369,2911,169555,4030,0,49,0,112,4191
24-Mar-20,33835,39571,39726,16528,2286,131946,468,0,0,0,88,556
4-Jul-19,62627,43546,42143,19180,2811,170307,839,0,0,0,134,973
10-Apr-19,48028,50508,45307,14823,2269,160935,521,0,0,0,247,768
29-Aug-19,59474,46091,41363,22299,2826,172053,1909,0,0,0,184,2093
24-Aug-19,58356,45568,38017,21887,2759,166587,797,0,0,0,213,1010
26-May-19,52169,51165,42508,18162,2376,166380,553,0,0,0,148,701
6-Jan-20,46083,44572,37187,16876,2140,146858,594,30,0,0,199,823
12-Feb-20,48122,50202,41866,18321,2450,160961,638,0,0,0,31,669
14-Jul-19,54148,48165,39757,19843,2580,164493,2437,0,0,0,172,2609
2-Sep-19,53195,42155,36358,21963,2860,156531,1843,0,0,0,155,1998
19-Jul-19,51010,49827,40413,22130,2627,166007,2032,0,0,0,240,2272
20-Dec-19,47100,47763,39306,17976,2302,154447,629,0,0,0,27,656
1-Dec-19,42371,47693,35990,18165,2356,146575,510,0,0,0,39,549
15-Nov-19,41686,46014,39167,17957,2410,147234,782,0,0,0,55,837
18-Mar-2020,38981,50426,45097,19528,2424,156456,493,0,0,0,56,549
18-Nov-19,40301,44045,35942,16862,2213,139363,486,0,0,0,56,542
23-Sep-19,51633,43492,36783,20900,2487,155295,541,0,0,0,234,775
15-Mar-2020,37811,47985,44391,16201,2392,148780,504,0,0,0,50,554
21-Apr-19,45216,48453,40518,21104,2161,157452,539,0,0,0,436,975
13-Jun-19,45592,46860,42001,18285,2733,155471,585,0,0,0,165,750
27-Jan-20,41153,43709,36467,17964,2284,141577,547,0,0,0,24,571
5-Aug-19,54081,40483,35781,21763,2732,154840,483,0,0,150,164,797
24-Nov-19,43243,47722,37133,18400,2334,148832,493,0,0,0,37,530
8-Aug-19,56014,43078,35973,20611,2643,158319,498,0,0,0,356,854
5-Mar-20,40876,49707,45593,16024,2395,154595,561,0,0,0,55,616
25-Jul-19,55962,48778,41803,20371,2642,169556,497,0,0,0,239,736
8-Nov-19,41044,44573,38584,18158,2450,144809,275,0,0,0,46,321
28-Jul-19,49630,44951,38701,20093,2731,156106,460,0,0,0,183,643
08-Mar-2020,39437,48778,43643,15694,2380,149932,558,0,0,0,44,602
5-Nov-19,44188,44465,37837,19864,2451,148805,566,0,0,0,69,635
11-Dec-19,45092,49133,38185,18102,2212,152724,522,0,0,0,35,557
23-Oct-19,45204,46819,35962,20571,2659,151215,563,0,0,0,79,642
18-Aug-19,45512,44562,38192,21273,2858,152397,472,0,0,0,140,612
21-Nov-19,43782,47733,39510,18301,2318,151644,513,0,50,0,52,615
15-Aug-19,54901,42823,39528,20891,2617,160760,1217,0,0,0,299,1516
17-May-19,52067,50116,44172,21573,2545,170473,1233,0,25,0,109,1367
3-Jun-19,53424,47839,36710,17663,2544,158180,1074,0,0,0,128,1202
23-Feb-20,42953,49887,48656,17605,2366,161467,530,0,0,0,39,569
28-Aug-19,58609,44767,41494,21815,2925,169610,1846,0,0,0,133,1979
13-Oct-19,48191,47575,38538,20475,2646,157425,490,0,0,0,97,587
13-Feb-20,47583,49786,41743,17856,2435,159403,565,0,0,0,21,586
7-Jan-20,48262,47898,40059,18384,2433,157036,663,0,0,0,27,690
27-May-19,50380,49544,39967,20250,2495,162636,483,9,0,0,116,608
3-Sep-19,57109,42657,35835,22189,2800,160590,2798,0,0,0,228,3026
1-Apr-19,39242,45950,43187,19230,1752,149361,563,0,0,0,676,1239
21-Dec-19,46847,47777,39188,17799,2397,154008,805,0,0,0,23,828
18-Jul-19,50223,49926,41446,21600,2652,165847,1733,0,0,0,189,1922
17-Jan-20,46860,46603,35476,18344,2384,149667,620,0,0,0,11,631
3-Feb-20,44228,46417,38725,17062,2320,148752,625,0,0,0,34,659
23-Jun-19,57384,47458,40445,18234,2823,166344,485,0,0,0,164,649
3-Oct-19,44806,43295,37446,20317,2692,148556,911,0,0,0,92,1003
28-Mar-20,24307,31190,34632,16583,2194,108906,567,0,0,0,75,642
8-Jul-19,54296,41390,38126,17912,2474,154198,506,0,0,0,215,721
25-Nov-19,40428,45508,34490,17620,2199,140245,456,0,0,0,55,511
31-Dec-19,50399,47898,38024,17962,2408,156691,599,0,0,0,37,636
11-Apr-19,48004,50898,45481,20142,2460,166985,666,0,0,107,89,862
5-Jul-19,56715,43858,42025,19006,2846,164450,387,9,0,0,149,545
25-Sep-19,55112,45709,38776,20656,2323,162576,1043,0,0,0,349,1392
25-Mar-2020,30563,36306,36450,16352,2266,121937,488,0,0,0,18,506
13-Sep-19,60384,39703,39181,21863,2695,163826,1592,0,0,92,148,1832
28-Nov-19,42224,48291,38299,17805,2373,148992,433,0,0,0,33,466
19-Jan-20,46170,47056,37363,17517,2412,150518,605,0,0,0,27,632
20-Jun-19,54553,47894,43838,19983,2836,169104,1033,0,0,0,134,1167
14-Jan-20,45698,47390,39455,18018,2427,152988,287,0,0,0,32,319
12-Apr-19,47675,50588,44531,20208,2514,165516,774,0,0,0,42,816
6-Jul-19,56661,42875,41059,19843,2880,163318,397,0,0,0,140,537
10-Sep-19,59790,43711,42190,22631,2770,171092,1181,0,0,500,160,1841
26-Nov-19,43415,48575,38436,17964,2331,150721,518,0,0,0,51,569
30-Jun-19,60121,44841,41010,21404,2832,170208,2260,0,0,0,98,2358
4-Jan-20,48361,46147,40722,17382,2290,154902,640,0,0,0,70,710
9-Jan-20,47439,46086,38755,17364,2365,152009,704,0,0,0,34,738
29-May-19,54812,51413,44278,20474,2645,173622,761,0,0,0,86,847
10-Oct-19,47729,45958,38805,17603,2272,152367,519,0,0,0,220,739
22-Dec-19,46872,48058,38839,17878,2405,154052,632,0,0,0,34,666
16-Jul-19,48725,49049,40667,20988,2397,161826,416,0,0,0,270,686
2-Apr-19,42598,49285,46230,19523,2228,159864,527,0,0,0,292,819
6-Nov-19,43366,45008,38626,19444,2404,148848,564,0,0,0,94,658
12-Dec-19,45451,49147,38836,18038,2296,153768,881,0,0,0,39,920
26-Jul-19,53510,46532,40533,20340,2654,163569,522,0,0,0,204,726
27-Jul-19,52217,44894,39171,20289,2784,159355,441,0,0,0,111,552
06-Mar-2020,40124,49198,44438,16760,2399,152919,651,0,0,0,52,703
30-Sep-19,42124,40045,36075,17021,2430,137695,508,0,0,0,157,665
16-Aug-19,47619,34473,37141,20243,2487,141963,467,0,0,0,297,764
20-Feb-20,45229,51366,44640,18160,2434,161829,556,0,0,0,32,588
14-May-19,45899,49618,42029,20228,1864,159638,502,0,30,0,562,1094
9-Sep-19,55761,41076,38239,20611,2704,158391,504,0,33,0,186,723
25-Aug-19,55429,43017,38189,21224,2871,160730,532,0,0,0,160,692
20-Oct-19,47443,47430,35874,20098,2754,153599,499,0,0,0,163,662
19-May-19,49664,49617,43627,22084,2411,167403,564,0,20,0,182,766
20-Sep-19,56749,45099,38283,22766,2917,165814,1662,0,0,100,90,1852
22-Apr-19,43874,46670,39063,16779,2328,148714,519,0,0,0,115,634
23-Jul-19,56382,49840,39735,22119,2619,170695,2186,0,0,0,208,2394
16-Mar-2020,36072,45868,41756,18198,2364,144258,529,0,0,26,35,590
2-Dec-19,38535,44946,32015,17649,2215,135360,475,0,0,0,40,515
16-Nov-19,42612,46445,40169,18289,2425,149940,611,0,0,0,31,642
29-Jan-20,46223,48775,41720,18992,2495,158205,601,0,75,0,24,700
30-Oct-19,41014,36269,33581,18645,2389,131898,596,0,50,0,168,814
24-Jan-20,48119,48758,40765,18623,2430,158695,568,0,0,0,42,610
10-Jun-19,54835,47063,37481,20255,2602,162236,872,0,0,0,26,898
4-May-19,47791,48353,43853,14655,2351,157003,531,0,0,0,229,760
6-Aug-19,56997,43153,37690,22096,2930,162866,1393,0,0,104,195,1692
12-May-19,53987,50025,42729,20792,2310,169843,897,0,0,0,211,1108
6-Jun-19,55779,50642,39873,19291,2659,168244,1078,0,0,0,50,1128
26-Feb-20,44540,49238,44829,15135,2319,156061,622,0,0,0,49,671
10-Aug-19,54193,41739,36708,21785,2841,157266,1942,0,0,0,217,2159
26-Oct-19,45112,43637,35635,18174,2218,144776,515,0,0,0,159,674
14-Dec-19,40678,46838,38311,17140,2189,145156,425,0,0,0,37,462
19-Dec-19,46721,48209,38637,17834,2353,153754,763,0,0,0,26,789
20-Jul-19,53172,48644,38792,21489,2747,164844,2481,0,0,0,184,2665
16-Jun-19,55528,46558,42954,19482,2642,167164,723,0,0,0,142,865
22-Jan-20,48291,48458,40218,18582,2435,157984,600,0,0,0,38,638
10-Mar-2020,35968,46600,43644,15293,2298,143803,543,0,0,0,52,595
24-Apr-19,49837,47919,42232,20654,2605,163247,512,0,0,0,32,544
9-Dec-19,41678,45239,33696,17346,2262,140221,596,0,83,0,41,720
26-Sep-19,55337,43966,37251,19946,2459,158959,553,0,0,0,215,768
29-Apr-19,48941,49191,40163,21518,2104,161917,529,0,0,0,465,994
4-Dec-19,43442,47512,36249,18506,2314,148023,580,0,0,0,50,630
10-Nov-19,43137,44864,37406,16734,2335,144476,294,0,0,0,74,368
16-Sep-19,56669,42455,37711,22327,2650,161812,2340,0,0,0,209,2549
2-May-19,51475,46853,38357,20354,2236,159275,522,0,0,0,184,706
14-Apr-19,48189,49425,45732,19450,2620,165416,701,0,0,0,44,745
20-Mar-20,39473,48434,45593,17724,2418,153642,534,0,0,0,58,592
20-Nov-19,43471,47787,40137,17851,2357,151603,514,0,0,0,43,557
19-Apr-19,43081,47990,39753,21125,2389,154338,529,0,0,0,141,670
8-Jun-19,55835,49176,40973,19649,2549,168182,531,0,0,0,183,714
6-Oct-19,46829,45961,37670,20428,2726,153614,1195,0,0,0,93,1288
12-Jan-20,47292,47495,39669,18244,2428,155128,578,0,0,0,30,608
6-Feb-20,48072,48888,41918,18179,2443,159500,582,0,0,0,40,622
26-Jun-19,57920,47941,41490,22369,2684,172404,1183,0,0,0,266,1449
30-Aug-19,60142,46942,41733,22371,2944,174132,1389,0,0,250,128,1767
9-Apr-19,46336,50742,44644,18850,2230,162802,594,0,0,0,199,793
24-Dec-19,48874,48017,38618,18055,2407,155971,690,0,0,0,19,709
30-Nov-19,42431,48284,37410,18552,2348,149025,520,0,0,0,28,548
12-Oct-19,48371,46952,39492,20711,2628,158154,541,0,0,0,73,614
10-Jul-19,54594,45581,40625,19591,2632,163023,469,0,99,0,190,758
4-Apr-19,46795,50939,47984,21979,2313,170010,550,0,0,0,266,816
NR WR SR ER NER TOTAL,401,0,0,0,54,455,610,791,902,326,36,2665
6-Sep-19,57961,45086,40411,22491,2897,168846,1680,37,0,0,114,1831
16-Jan-20,46632,43835,33512,17939,2275,144193,571,0,0,0,18,589
29-Dec-19,50017,47409,38016,17331,2410,155183,720,0,0,0,24,744
20-Aug-19,50195,44964,38953,21141,2758,158011,1601,0,0,54,251,1906
16-Feb-20,46348,50289,43879,18697,2443,161656,578,0,0,0,29,607
2-Jan-20,49037,43684,36574,18054,2286,149635,698,0,0,0,35,733
22-May-19,52349,51656,42436,21721,2572,170734,1021,0,0,0,150,1171
16-Oct-19,48419,49193,38764,20513,2660,159549,499,0,0,0,126,625
26-Mar-20,29426,30556,34405,16617,2059,113063,502,0,0,0,18,520
13-Jul-19,55643,47220,41492,19435,2374,166164,1668,0,0,0,346,2014
7-Apr-19,46898,49578,43116,15768,2379,157739,589,0,0,0,163,752
24-May-19,46683,51395,42143,20551,2424,163196,573,0,-50,0,114,638
5-Sep-19,58624,43914,39067,21921,2922,166448,2632,0,0,0,136,2768
8-Sep-19,56800,43664,39784,21350,2921,164519,2165,0,0,0,157,2322
27-Dec-19,50216,47192,39550,17507,2356,156821,597,0,0,0,54,651
15-Oct-19,48522,49134,40056,20073,2730,160515,477,0,0,0,31,508
18-Feb-20,46808,50724,44155,18168,2422,162277,1094,0,0,0,44,1138
23-Aug-19,54199,45834,38672,22507,2934,164146,1587,0,0,0,192,1779
18-Oct-19,49013,50113,37351,20211,2733,159421,501,0,0,0,96,597
21-May-19,51707,51951,43436,22032,2591,171717,1305,0,66,0,74,1445
15-Feb-20,48381,50139,47376,17836,2428,166160,1044,0,0,0,42,1086
1-Jan-20,50453,46564,38605,18764,2426,156812,657,0,0,0,45,702
11-Sep-19,60284,43010,41016,20605,2791,167706,1273,0,0,0,182,1455
18-Sep-19,58759,44408,39308,21679,2759,166913,2346,0,0,0,115,2461
23-Nov-19,43968,47963,39388,18572,2349,152240,536,0,0,0,44,580
15-Sep-19,59141,43494,39879,22414,2691,167619,1388,0,0,0,186,1574
NR WR SR ER NER TOTAL,449,0,0,0,43,492,734,971,975,315,36,3030
17-Apr-19,38579,46137,45877,21009,2322,153924,452,0,0,0,191,643
3-Jul-19,61149,42868,40595,18933,2812,166357,522,0,0,0,130,652
31-May-19,56513,51494,43549,20641,2601,174798,560,0,0,0,168,728
25-Jun-19,54587,47271,41707,20658,2687,166910,531,0,0,0,276,807
11-Jan-20,48772,46710,39733,18340,2429,155984,629,0,0,140,39,808
5-Feb-20,47447,48660,41794,18300,2438,158639,534,0,0,0,20,554
8-Feb-20,48077,47958,41389,18810,2413,158647,627,0,0,0,43,670
28-Jun-19,60858,47305,41658,20873,2696,173390,1037,0,0,0,171,1208
5-Oct-19,46615,45177,39159,21382,2672,155005,1765,36,0,0,85,1886
3-Aug-19,54206,42345,39245,21774,2838,160408,808,150,150,200,165,1473
9-May-19,53780,49667,42532,21737,2386,170102,575,0,0,0,77,652
21-Jan-20,48526,47898,39737,18105,2439,156705,640,0,0,0,28,668
15-Jun-19,59914,48708,43115,21070,2685,175492,490,0,0,0,209,699
1-May-19,52619,51122,42302,21112,2405,169560,518,0,0,0,190,708
18-Jun-19,47761,46830,42282,21205,2632,160710,415,0,-30,0,136,521
7-Dec-19,44492,47480,36493,18163,2345,148973,560,0,99,0,36,695
13-Nov-19,42618,46014,38879,18359,2341,148211,451,0,50,0,79,580
28-Sep-19,51361,43356,37881,19663,2665,154926,504,0,0,100,163,767
27-Apr-19,52129,51580,44662,21089,2734,172194,548,30,80,0,108,766
13-Mar-2020,37453,47493,45354,15831,2403,148534,522,0,0,0,42,564
28-Feb-20,43687,50372,45339,15995,2378,157771,555,0,0,0,30,585
25-Oct-19,46595,44560,35732,18004,2301,147192,537,0,0,0,184,721
31-Jan-20,46527,48581,42411,18472,2403,158394,592,0,0,0,47,639
25-Feb-20,43810,49793,50436,17297,2295,163631,589,0,0,0,23,612
11-May-19,45651,50622,44232,22119,2438,165062,563,0,0,0,102,665
5-Jun-19,56703,51146,42188,20575,2485,173097,907,0,0,0,141,1048
28-Oct-19,36869,34586,29524,18246,2196,121421,483,0,0,0,85,568
13-Aug-19,58142,43398,38963,19907,2412,162822,999,0,0,0,424,1423
3-Mar-20,42209,50560,44448,17032,2334,156583,600,0,0,0,89,689
