date,NR_peak_demand,WR_peak_demand,SR_peak_demand,ER_peak_demand,NER_peak_demand,Total_peak_demand,NR_peak_shortage,WR_peak_shortage,SR_peak_shortage,ER_peak_shortage,NER_peak_shortage,Total_peak_shortage
22-Jul-13,38353,31060,26007,15024,1855,112299,1890,117,1305,14,242,3568
12-Aug-13,37742,31093,27680,14815,1736,113066,1910,172,2132,383,274,4871
29-Oct-13,32706,37555,30651,15134,1894,117940,2761,616,1193,0,179,4749
10-May-13,37391,38166,31307,15195,1638,123697,2612,721,4202,558,246,8339
24-Oct-13,33770,37442,29613,14969,1919,117713,2405,701,1012,308,171,4597
9-Jun-13,36770,33832,28038,14541,1680,114861,1744,311,2667,599,376,5697
17-Jan-14,38227,36917,30868,14986,1847,122845,2073,694,1180,250,231,4428
3-Feb-14,33643,35628,31523,13707,1768,116269,1642,282,1011,571,263,3769
26-Apr-13,33096,36693,30038,14667,1647,116141,1410,754,5204,320,319,8007
29-Sep-13,37926,33787,31859,14655,1590,119817,2135,405,503,532,623,4198
6-Dec-13,35446,39045,30576,14640,1726,121433,2310,600,2240,200,248,5598
12-Nov-13,32910,35839,30226,14485,1828,115288,2090,421,2686,400,149,5746
28-Apr-13,34058,38392,29412,15689,1465,119016,1600,646,4924,84,460,7714
28-Mar-14,31895,38590,35904,15965,1883,124237,1433,544,3126,0,224,5327
19-Jun-13,34148,32059,30167,14622,1769,112765,1554,814,2322,326,297,5313
14-Jun-13,34089,33401,28414,14034,1682,111620,1469,127,2933,93,430,5052
25-Mar-14,30900,39533,36126,14956,1948,123463,2077,157,2702,576,131,5643
2-Aug-13,39717,31404,28910,15510,1842,117383,3701,117,1629,17,303,5767
4-Oct-13,37864,34819,31344,15804,1885,121716,2560,415,1198,0,274,4447
9-Oct-13,37862,35496,29538,15978,1898,120772,2639,117,3699,300,242,6997
23-Jul-13,39495,32702,27921,15881,1867,117866,940,145,1750,34,297,3166
15-Mar-14,33646,37551,33111,15899,1874,122081,2275,419,1551,420,157,4822
30-May-13,37959,37031,28556,13456,1693,118695,1155,96,4491,50,380,6172
24-Jun-13,38689,31166,27355,14101,1732,113043,1660,344,2056,408,255,4723
16-Apr-13,33013,38694,31781,15018,1571,120077,2820,159,5255,477,215,8926
2-Jul-13,39193,33823,29296,14735,1749,118796,2545,375,2854,550,281,6605
27-Jan-14,33428,32798,30029,14110,1760,112125,880,129,1251,423,278,2961
14-Sep-13,42097,37697,30073,14866,1833,126566,3013,172,640,285,370,4480
22-Nov-13,33662,36944,28780,14287,1803,115476,2318,776,3780,450,153,7477
19-Sep-13,41259,35614,29787,14841,1935,123436,2008,98,495,28,244,2873
5-Mar-14,33183,35354,32201,14298,1740,116776,1655,223,2229,14,304,4425
20-May-13,35417,35882,29784,12758,1755,115596,1204,404,3626,300,192,5726
19-Oct-13,35991,36966,30708,15228,1914,120807,2275,98,2774,0,205,5352
22-Aug-13,35185,31637,30549,14283,1855,113509,2140,685,712,536,250,4323
8-Mar-14,33323,37018,32715,14948,1853,119857,1795,137,1306,462,230,3930
14-Oct-13,31385,30913,27727,9418,1835,101278,1530,75,1219,900,155,3879
9-Sep-13,39460,35890,28277,14840,1842,120309,1955,1019,719,200,285,4178
4-Sep-13,40514,36710,32465,15156,1872,126717,4329,857,880,495,217,6778
12-Jul-13,39729,33002,27812,15007,1798,117348,2555,162,1374,562,359,5012
6-Apr-13,32098,37412,30563,14644,1435,116152,2441,1077,5747,1036,509,10810
23-Feb-14,35998,37860,33551,14773,1764,123946,1682,125,2207,0,294,4308
17-Oct-13,35201,35984,30156,13972,1966,117279,3562,153,2681,436,100,6932
23-May-13,37403,37489,30928,15000,1594,122414,2725,253,3569,433,388,7368
6-Mar-14,33341,35356,33435,15231,1877,119240,1786,76,1297,0,214,3373
21-Aug-13,34029,29999,30620,14910,1854,111412,2510,339,600,415,290,4154
28-Dec-13,35919,38815,31164,14479,1786,122163,2355,430,1550,650,267,5252
7-Sep-13,40817,36863,32205,15881,1769,127535,4930,903,1081,513,409,7836
20-Feb-14,35835,38637,32997,14861,1760,124090,3766,215,3141,459,291,7872
11-Jul-13,37776,32510,28345,14981,1811,115423,2498,118,2698,311,298,5923
5-Apr-13,32182,37303,30916,14520,1537,116458,2036,1167,5409,1013,383,10008
25-Dec-13,36213,39643,31712,14686,1804,124058,2688,385,2558,600,241,6472
8-Apr-13,31626,36147,30510,14479,1638,114400,1870,731,4885,790,262,8538
31-Aug-13,39436,34904,31425,15326,1803,122894,2689,1282,2394,300,309,6974
27-Jun-13,39515,32360,29034,15026,1868,117803,2590,256,2206,623,215,5890
16-Mar-14,32291,38315,32949,15242,1724,120521,2931,155,1549,531,339,5505
7-Oct-13,35557,35046,28639,14962,1796,116000,2715,112,1767,312,305,5211
5-Jul-13,40728,32549,28926,14716,1858,118777,2077,371,2604,661,236,5949
18-Apr-13,33092,38544,31071,13676,1591,117974,3592,328,5288,350,268,9826
29-Jan-14,36311,37168,32959,14849,1686,122973,1344,256,1521,257,403,3781
21-Nov-13,33414,38336,29246,14880,1802,117678,2197,678,3249,250,194,6568
24-Jan-14,32741,36164,32865,14607,1789,118166,2250,598,1635,38,337,4858
15-Apr-13,31555,36351,30337,14426,1289,113958,1740,214,3797,681,599,7031
1-Jul-13,35225,31262,27400,13626,1810,109323,1908,303,2147,0,245,4603
17-Sep-13,38767,37948,30009,15428,1899,124051,2355,77,487,110,278,3307
5-Dec-13,33313,38935,30975,14420,1781,119424,3085,641,1645,600,226,6197
11-Nov-13,30528,34506,29391,13773,1779,109977,2205,408,1751,150,147,4661
19-Jan-14,35809,36970,32647,15154,1775,122355,2367,306,1949,458,296,5376
27-Sep-13,38964,33739,32666,15826,1854,123049,2255,415,390,324,335,3719
8-Dec-13,34639,37030,30376,14631,1802,118478,2504,576,2135,650,174,6039
31-Jul-13,40771,31433,29378,15375,1835,118792,3869,260,2378,121,301,6929
25-Apr-13,34082,37611,30423,13939,1592,117647,1963,1120,5699,410,379,9571
14-Jan-14,36404,37696,31314,14805,1923,122142,1780,257,1606,350,143,4136
26-Mar-14,31073,40084,35616,15941,1932,124647,1737,303,2726,431,155,5352
17-Jun-13,28155,29828,27834,13762,1782,101361,117,144,2447,213,181,3102
3-May-13,34741,38131,29748,15292,1547,119459,2020,470,5931,214,375,9010
1-Aug-13,40614,31484,28585,15270,1856,117809,3095,141,1496,350,260,5342
21-Jul-13,37191,32701,26940,15356,1701,113889,1490,143,1866,513,385,4397
10-Feb-14,33372,35951,30714,14131,1829,115997,1962,126,1433,21,186,3728
4-Jan-13,37787,37776,32573,14592,1861,124589,1695,553,1337,402,214,4201
18-Dec-13,37900,38646,30660,14593,1784,123583,2912,531,1956,0,261,5660
9-Jan-14,37580,38358,33025,15199,1853,126015,1740,497,1230,340,217,4024
1-Nov-13,33431,39233,31191,14731,1817,120403,2682,92,1136,400,261,4571
15-Dec-13,36680,38064,30293,14291,1788,121116,1944,564,2785,0,243,5536
27-Oct-13,33690,37132,28832,14305,1899,115858,1905,564,1178,100,171,3918
11-Aug-13,37627,32364,28777,15371,1849,115988,1970,457,1992,303,229,4951
13-May-13,31988,35131,27675,11476,1601,107871,103,429,1380,240,289,2441
7-Jun-13,31370,34439,28492,14894,1819,111014,1383,348,3276,632,246,5885
17-Mar-14,32686,35526,31003,14790,1804,115809,844,180,2109,218,175,3526
26-Jun-13,38900,32343,28726,14443,1678,116090,3155,244,2036,619,341,6395
6-Oct-13,35851,35759,30108,14914,1846,118478,2356,132,2886,368,302,6044
20-Nov-13,33504,37952,29765,14969,1769,117959,1760,567,2792,200,213,5532
19-Apr-13,32379,36349,31009,14005,1685,115427,2726,655,4554,620,230,8785
16-Sep-13,32861,36354,27981,15646,1888,114730,2419,64,522,163,262,3430
14-Apr-13,31574,37248,30500,15137,1520,115979,2125,355,6142,1327,504,10453
20-Aug-13,36228,32493,23694,14356,1860,108631,2080,328,687,315,290,3700
7-Mar-14,33485,35581,33014,14342,1905,118327,1460,89,2291,500,145,4485
22-May-13,37109,37912,31439,14442,1734,122636,2410,69,3484,50,307,6320
4-Apr-13,31321,37155,28887,13563,1660,112586,2108,793,6514,1142,307,10864
10-Jul-13,33893,33605,28910,14860,1738,113006,1746,133,2173,775,308,5135
21-Feb-14,35806,38785,33570,14532,1870,124563,2130,146,2893,354,216,5739
6-Sep-13,40383,36564,32135,16083,1820,126985,4252,955,801,468,335,6811
29-Dec-13,36278,38836,31755,14431,1745,123045,1855,450,1091,200,287,3883
9-Apr-13,32088,38591,30599,15297,1520,118095,2329,872,6792,611,396,11000
30-Nov-13,34394,36281,28722,14592,1866,115855,2354,523,3699,400,153,7129
24-Dec-13,36125,37563,31712,15084,1743,122227,1607,450,1481,25,284,3847
19-Dec-13,32217,38692,30069,14455,1761,117194,2380,585,2929,654,293,6841
5-Jan-13,36636,36784,31636,14804,1804,121664,1985,387,1198,300,262,4132
11-Feb-14,35584,38089,32466,14673,1910,122722,2960,148,1256,386,143,4893
20-Jul-13,41069,32123,26865,15007,1873,116937,2444,153,1331,668,286,4882
14-Dec-13,36340,38286,31367,14619,1743,122355,1655,729,1128,100,261,3873
8-Jan-13,37419,37986,32928,14724,1860,124917,2404,470,1609,275,233,4991
26-Oct-13,33895,37112,29041,14634,1894,116576,2545,395,1130,0,174,4244
6-Jun-13,37972,34809,28404,14872,1797,117854,1640,552,4211,512,268,7183
12-May-13,33511,36893,30402,14438,1673,116917,300,575,2840,100,271,4086
10-Aug-13,38175,31371,29133,15023,1777,115479,230,478,1713,0,368,2789
29-Apr-13,33487,37184,28344,14863,1628,115506,1280,364,3197,414,331,5586
18-Jan-14,36750,36629,31083,15362,1847,121671,591,319,1284,500,272,2966
10-Nov-13,33062,35223,30650,14649,1875,115459,2205,465,2491,300,119,5580
4-Dec-13,34266,38823,30497,14619,1855,120060,2400,621,1677,550,196,5444
1-Feb-14,36638,37179,33545,14817,1827,124006,989,308,1957,68,248,3570
15-Jan-14,35522,33904,30190,14688,1877,116181,1711,201,1086,150,134,3282
24-Apr-13,33560,36940,30248,13722,1634,116104,1965,653,3864,550,262,7294
30-Jul-13,40398,29217,29627,15211,1862,116315,3059,283,2042,21,286,5691
9-Dec-13,33755,35353,29500,14111,1736,114455,1876,377,1175,400,176,4004
26-Sep-13,37797,32746,28341,15643,1850,116377,2343,482,697,65,289,3876
2-May-13,34057,36542,29384,14749,1542,116274,1565,197,5153,500,291,7706
16-Jun-13,29926,32128,28308,14348,1833,106543,1424,155,3571,419,237,5806
27-Mar-14,32402,40236,35976,15829,1899,126342,1833,267,2178,0,226,4504
27-Apr-13,34065,37164,29801,15431,1671,118132,2555,1609,6157,276,311,10908
2-Feb-14,35558,37563,32983,14322,1769,122195,2295,365,1916,52,318,4946
16-Jan-14,37097,36187,29256,14993,1805,119338,1530,410,1084,155,272,3451
25-Sep-13,38424,34137,28161,15922,1901,118545,2200,174,712,48,299,3433
13-Nov-13,33448,37760,30929,14132,1713,117982,1755,401,2253,362,314,5085
7-Dec-13,34562,38273,31055,14714,1718,120322,2628,554,1967,300,259,5708
25-Jan-14,34547,36388,33146,14757,1763,120601,2140,236,1485,34,293,4188
28-Sep-13,38530,33996,33001,13817,1845,121189,2968,164,1120,913,399,5564
18-Jun-13,30398,31328,29948,15112,1793,108579,1652,560,2527,812,282,5833
29-Mar-14,29952,39628,35017,16242,1863,122702,1308,678,2954,97,251,5288
3-Aug-13,39979,31105,29493,15123,1852,117552,2678,228,1408,365,245,4924
24-Mar-14,31749,38592,34511,15035,1863,121750,1545,150,1918,869,137,4619
1-May-13,35435,38644,31151,14896,1651,121777,1880,808,6161,906,311,10066
15-Jun-13,35709,31994,28324,13975,1841,111843,1140,138,2546,278,236,4338
17-Dec-13,36447,37613,30683,14144,1767,120654,2476,370,2531,0,257,5634
3-Nov-13,35365,36651,27253,15136,1945,116350,390,94,837,150,139,1610
6-Jan-13,35764,36419,29973,14118,1798,118072,1695,437,1053,176,238,3599
12-Feb-14,36222,39054,32829,14411,1799,124315,3206,89,2327,421,289,6332
5-Jun-13,37535,34540,28483,14774,1816,117148,1990,383,3344,415,282,6414
11-May-13,35562,37943,31238,15307,1693,121743,2104,634,3686,200,252,6876
28-Oct-13,32373,36178,27900,13959,1854,112264,1157,586,1073,0,153,2969
13-Aug-13,38704,33147,29080,15668,1855,118454,1875,200,4224,656,251,7206
8-Jun-13,36824,33959,28326,13692,1664,114465,2113,296,3273,336,396,6414
25-Oct-13,33465,36975,29075,15239,1914,116668,2615,616,1069,250,182,4732
23-Aug-13,36966,32136,31255,14649,1866,116872,2612,1487,664,727,272,5762
18-Oct-13,35528,36633,31073,14913,1971,120118,2335,131,2457,0,142,5065
21-May-13,36740,34720,29544,14466,1763,117233,1466,574,5400,220,259,7919
4-Mar-14,32393,35277,32111,15161,1707,116649,1747,156,2038,0,356,4297
15-Oct-13,34404,34062,30028,10580,1873,110947,2123,490,1615,1200,116,5544
9-Mar-14,33402,35827,32602,15129,1855,118815,2038,160,881,390,154,3623
8-Sep-13,39426,37197,30257,15675,1885,124440,3203,1312,958,200,273,5946
27-Dec-13,35236,39469,31562,14273,1739,122279,2139,256,1445,850,319,5009
22-Feb-14,34677,37489,34275,14696,1854,122991,1508,151,2845,456,215,5175
7-Apr-13,32134,36884,30691,15137,1683,116529,2696,1079,5832,603,298,10508
13-Jul-13,39905,31865,27898,14140,1874,115682,2563,139,2149,0,257,5108
5-Sep-13,40376,37019,31791,15518,1852,126556,4716,1351,909,417,291,7684
19-Mar-14,31362,37589,34943,16105,1835,121834,1850,134,2496,340,241,5061
28-Jun-13,38010,32041,29138,15093,1897,116179,1602,447,2161,135,209,4554
5-Oct-13,34856,34100,29342,15457,1828,115583,2290,275,2753,0,280,5598
25-Jun-13,39558,33144,28631,14176,1728,117237,1915,170,2066,798,319,5268
14-Mar-14,32267,38023,33697,16084,1816,121887,1913,208,1711,0,274,4106
8-Oct-13,36489,36711,29900,15467,1871,120438,3209,215,4520,300,277,8521
26-Jan-14,34496,36276,33132,14804,1836,120544,2749,197,1606,587,265,5404
3-Jul-13,38424,34187,29843,14942,1835,119231,2490,269,3681,727,158,7325
17-Apr-13,32699,38376,31565,14451,1587,118678,1640,488,5304,300,165,7897
18-Sep-13,39571,37908,28859,14752,1853,122943,2342,85,511,0,218,3156
23-Nov-13,33529,36814,29003,13831,1742,114919,2397,824,3336,953,284,7794
21-Dec-13,35759,38740,30605,14229,1624,120957,1963,714,2732,250,427,6086
18-Jul-13,41353,32687,27628,14858,1821,118347,3150,345,2253,528,335,6611
3-Sep-13,40970,36253,30879,15350,1819,125271,3524,799,1914,0,322,6559
1-Apr-13,27482,34592,28778,14256,1557,106665,1500,889,5156,416,355,8316
15-Jul-13,38955,30531,26248,14663,1808,112205,2628,188,2039,0,279,5134
24-Feb-14,33677,34343,31564,14657,1798,116039,1320,166,1409,0,239,3134
30-Jan-14,36517,37315,33002,14828,1752,123414,1180,283,2494,0,330,4287
2-Mar-14,31614,34968,33117,15050,1465,116214,1429,239,2517,370,591,5146
27-May-13,36543,35923,29312,12591,1742,116111,1785,194,2700,100,204,4983
25-Aug-13,38528,32726,32275,15778,1902,121209,2816,936,735,115,282,4884
28-Aug-13,41003,33556,33131,15707,1816,125213,1603,690,1098,506,324,4221
13-Oct-13,34786,34492,29977,11917,1926,113098,2048,104,1471,25,129,3777
5-Jul-13,40728,32549,28926,14716,1858,118777,2077,371,2604,661,236,5949
11-Apr-13,30808,38203,31219,14631,1550,116411,3831,1016,5418,806,427,11498
20-Jan-14,34775,36066,30621,14529,1734,117725,1841,180,1712,325,260,4318
13-Sep-13,41656,38925,29323,15976,1870,127750,3151,745,180,785,313,5174
28-Nov-13,34209,39417,29465,14859,1897,119847,2302,639,3201,0,117,6259
8-Jul-13,38435,32005,26472,14352,1848,113112,1610,454,1998,151,199,4412
31-Dec-13,36004,38946,31583,15488,1760,123781,1580,132,2568,0,247,4527
25-Nov-13,31993,36045,27425,13830,1866,111159,2427,585,2053,300,86,5451
3-Oct-13,35862,34164,30041,15161,1883,117111,2330,380,980,308,255,4253
12-Mar-14,30925,36502,34217,15492,1971,119107,1695,154,1606,0,86,3541
23-Jun-13,39059,33200,28503,14393,1812,116967,1925,341,2715,0,250,5231
26-Dec-13,35230,38206,30557,13856,1782,119631,2491,601,2034,855,281,6262
8-Aug-13,38997,33402,30195,15705,1794,120093,1520,219,1745,122,325,3931
7-May-13,36575,38324,29951,13566,1630,120046,2788,635,5387,674,234,9718
13-Jun-13,37212,33426,28864,14538,1761,115801,1495,133,3160,150,324,5262
22-Mar-14,32735,38397,34200,15902,1924,123158,1957,172,3533,346,147,6155
5-Aug-13,40036,30262,27826,15072,1798,114994,2702,363,1061,364,250,4740
18-Nov-13,32063,36273,27742,14145,1813,112036,855,512,1772,200,120,3459
23-Sep-13,37009,33014,28639,15394,1890,115945,2340,208,448,620,244,3860
4-Feb-14,34180,37672,32876,14743,1722,121193,3541,637,1887,569,387,7021
10-Jan-14,36552,38203,33011,15223,1783,124772,2324,769,1533,200,291,5117
21-Apr-13,31480,35015,31028,14164,1533,113220,2944,233,3415,900,395,7887
15-Nov-13,32562,36661,29540,13758,1735,114256,2213,435,3332,831,286,7097
1-Dec-13,34408,36490,29133,13963,1896,115890,2450,570,3441,502,145,7108
9-Feb-14,34584,37748,32631,14314,1837,121113,2625,180,1985,125,228,5143
3-Jun-13,34762,33348,25009,14180,1806,109105,1900,198,2378,305,218,4999
17-May-13,36947,37680,30877,13777,1605,120886,1490,507,3862,503,322,6684
23-Oct-13,33721,37452,29450,14912,1764,117299,1995,394,1233,259,307,4188
18-Aug-13,34582,32955,29040,15205,1860,113642,1850,328,750,100,287,3315
19-Feb-14,35586,37763,33348,14511,1883,123091,1678,262,2277,554,204,4975
11-Dec-13,35608,38668,31398,14740,1730,122144,1670,384,1627,407,265,4353
5-Nov-13,32978,32515,28759,15182,1930,111364,180,66,1191,600,120,2157
14-Feb-14,36780,37026,33879,14904,1879,124467,1115,68,1599,532,235,3549
28-Jan-14,34806,36580,32638,14655,1825,120504,2024,208,2196,284,215,4927
25-Jul-13,40187,32306,27654,15983,1828,117958,2950,308,1474,0,257,4989
8-Nov-13,32331,36550,29623,15194,1862,115560,1771,330,3032,308,183,5624
20-Oct-13,34495,37161,30192,15061,1960,118869,2345,326,2538,515,171,5895
19-May-13,36708,35481,30408,14550,1740,118887,1505,653,4382,300,226,7066
27-Jun-13,39515,32360,29034,15026,1868,117803,2590,256,2206,623,215,5890
16-Aug-13,32420,30149,28318,14633,1858,107378,2155,194,975,34,242,3600
31-Mar-14,29398,38777,33746,14959,1915,118795,1241,371,1775,837,149,4373
14-May-13,35830,37185,31045,13999,1613,119672,1975,733,3518,260,328,6814
26-Jul-13,38326,32238,27709,15540,1747,115560,3280,303,1639,428,350,6000
3-Jan-13,36462,38019,32126,15083,1797,123487,2049,177,1652,600,286,4764
17-Feb-14,33283,35042,30829,13753,1696,114603,1277,131,1440,0,299,3147
30-Sep-13,35611,33855,30398,14573,1754,116191,2268,173,663,500,387,3991
12-Dec-13,35731,37103,31576,14119,1723,120252,2050,606,2823,325,311,6115
6-Nov-13,32584,33339,30835,14970,1863,113591,1420,101,1259,100,117,2997
21-Mar-14,33476,37528,32877,15813,1807,121501,1918,426,4765,258,235,7602
4-May-13,34432,38384,31801,14649,1574,120840,1995,390,4342,205,365,7297
10-Jun-13,35776,32528,27246,13767,1650,110967,1464,144,2353,509,366,4836
6-Aug-13,39857,32834,28848,15407,1765,118710,2828,209,1609,525,325,5496
9-May-13,36620,38371,30590,15142,1623,122346,2410,546,6357,640,301,10254
30-Oct-13,33993,37498,29635,14869,1861,117856,2275,614,2391,453,175,5908
16-Nov-13,32480,37046,30145,13614,1786,115071,1776,295,2935,800,289,6095
2-Dec-13,32874,36944,28552,13791,1795,113956,1950,568,1755,604,113,4990
20-Sep-13,41601,37819,30282,15530,1899,127131,2353,153,511,504,280,3801
22-Apr-13,31504,35295,29057,12487,1510,109853,1280,194,3997,500,406,6377
7-Feb-14,35625,38520,32765,14379,1834,123123,1935,288,2564,16,230,5033
