date,NR_peak_demand,WR_peak_demand,SR_peak_demand,ER_peak_demand,NER_peak_demand,Total_peak_demand,NR_peak_shortage,WR_peak_shortage,SR_peak_shortage,ER_peak_shortage,NER_peak_shortage,Total_peak_shortage
25-Mar-15,35265,42280,34863,17623,2044,132075,1783,432,1833,135,252,4435
28-Dec-14,39344,39504,31735,15066,2141,127790,2311,418,2225,411,108,5473
28-Mar-15,35074,40620,36098,17180,2093,131065,1798,144,1361,516,220,4039
5-Apr-14,35701,38855,34404,16050,1842,126852,1470,817,4494,0,233,7014
11-Jul-14,44790,37913,30410,15970,1882,130965,4000,883,1850,225,368,7326
7-Oct-14,44619,42370,31120,16285,2122,136516,1926,238,3336,18,155,5673
7-Jan-15,38768,38730,33033,14449,2190,127170,2370,237,1903,466,109,5085
13-Feb-15,37490,36100,34221,15317,2139,125267,1789,282,1954,387,143,4555
31-Aug-14,45032,36628,31305,15787,1805,130557,3580,393,550,560,434,5517
27-Jun-14,43052,39530,32712,15953,1799,133046,2015,901,2900,714,443,6973
15-Apr-14,33773,39229,32134,16249,1932,123317,2676,157,1980,540,159,5512
17-Sep-14,40028,38677,32908,15652,2075,129340,5383,220,850,1018,293,7764
18-Apr-14,33709,37400,31951,14825,1898,119783,2073,373,2529,112,242,5329
21-Nov-14,38175,40403,31458,15212,1915,127163,1293,89,1358,161,148,3049
27-Sep-14,42060,43474,32167,16308,1979,135988,3091,543,3020,1058,256,7968
8-Dec-14,36144,39733,29920,14931,1891,122619,2802,85,1727,0,272,4886
25-Apr-14,35950,38442,32399,16567,2007,125365,2962,307,2433,450,201,6353
8-Mar-15,29474,35794,32918,15393,2041,115620,331,245,1459,250,150,2435
11-Nov-14,36470,40507,32151,16047,2030,127205,1785,752,2912,595,134,6178
5-Dec-14,38547,41503,31652,14877,2081,128660,2328,112,1751,557,125,4873
5-Mar-15,32503,36719,33213,14004,1989,118427,1472,273,1246,0,219,3210
11-Jul-14,44790,37913,30410,15970,1882,130965,4000,883,1850,225,368,7326
28-Apr-14,36216,40139,32087,14563,1821,124826,1470,311,1976,348,287,4392
23-Feb-15,34868,38435,31424,14457,2061,121245,1203,219,676,100,80,2278
3-May-14,35370,40442,32315,13780,1975,123882,1525,104,2620,300,191,4740
1-Aug-14,43494,34978,32204,16903,1958,129537,3004,636,1070,354,345,5409
15-Mar-15,31696,36776,33482,17240,1937,121131,1183,174,1458,0,280,3095
15-Dec-14,33089,37017,29062,15432,2086,116686,1360,125,1106,359,85,3035
1-Nov-14,37123,38633,30913,16746,2060,125475,1840,752,3149,562,98,6401
21-Jul-14,41150,34091,30172,15413,1814,122640,2495,375,300,800,377,4347
18-Mar-15,30906,39093,34281,17272,2070,123622,1767,223,2026,200,151,4367
18-Dec-14,38113,39579,31118,15141,2068,126019,2213,131,1466,-602,156,3364
11-Aug-14,38700,32940,28904,15580,2026,118150,1840,223,1550,210,287,4110
7-Jun-14,42122,40554,31410,16153,1873,132112,1800,815,1525,18,350,4508
13-May-14,35367,38050,30326,14495,1786,120024,1687,248,3645,372,420,6372
27-Oct-14,35621,35548,27898,16613,2038,117718,990,88,1619,491,144,3332
27-Jan-15,34300,33839,29865,14420,2110,114534,1785,155,1208,285,66,3499
12-Feb-15,37260,37561,34299,14793,2082,125995,2193,253,1856,421,194,4917
6-Jan-15,38635,37641,32479,13743,2094,124592,2370,152,2147,207,154,5030
6-Oct-14,41882,42198,30271,15938,2092,132381,1680,219,1871,300,154,4224
1-Mar-15,35891,37323,33122,15133,1919,123388,1886,167,1433,415,313,4214
26-Jun-14,42798,40129,32866,15379,1898,133070,1740,336,2750,531,332,5689
28-Dec-14,40166,39504,31735,15066,2141,128612,2311,418,2225,411,108,5473
30-Aug-14,45287,36314,29484,16119,1919,129123,5323,411,600,729,396,7459
16-Sep-14,39710,37831,33211,15782,2002,128536,4483,336,800,1079,311,7009
14-Apr-14,32582,36929,32535,13890,1879,117815,2200,142,2845,648,265,6100
19-Apr-14,31088,39238,32245,16333,1882,120786,1697,398,2235,331,270,4931
20-Aug-14,43769,38372,31074,15944,1956,131115,5176,2330,2416,1050,336,11308
22-May-14,38284,40684,31063,15961,1930,127922,2460,726,2050,44,334,5614
16-Oct-14,34744,41833,31747,16035,1947,126306,2475,178,4821,1024,280,8778
16-Jan-15,39199,37348,28787,15223,1960,122517,1901,473,1001,519,222,4116
2-Feb-15,36413,35894,31149,14936,2062,120454,1519,208,300,100,118,2245
24-Mar-15,33727,41673,34788,17353,2101,129642,1677,734,1752,224,202,4589
9-Apr-14,35277,39206,34516,15307,1780,126086,2065,111,3043,576,300,6095
24-Dec-14,39062,40319,31576,15827,2109,128893,3089,366,2553,311,146,6465
30-Nov-14,39070,40433,30687,15047,2098,127335,1525,208,2541,408,152,4834
10-Jul-14,45002,37516,30815,16153,1945,131431,2765,829,2050,250,327,6221
4-Apr-14,35315,40848,35608,15968,1896,129635,2043,255,3350,0,230,5878
29-Mar-15,34296,39591,35650,16780,1991,128308,1316,146,1780,398,197,3837
6-Sep-14,33346,36452,31945,15580,1989,119312,3560,347,500,450,275,5132
29-Dec-14,38332,38377,29550,13990,2097,122346,1839,95,1323,658,129,4044
14-Dec-14,36231,39019,31222,15601,2127,124200,1579,74,1256,627,86,3622
14-Mar-15,33864,37065,34846,16805,2053,124633,1501,118,1178,0,209,3006
19-Dec-14,38952,39273,31598,15706,2049,127578,1779,523,1457,410,178,4347
19-Mar-15,32712,38534,35455,17089,2076,125866,879,136,1702,100,182,2999
20-Jul-14,41665,35328,31905,16948,1890,127736,2670,408,1250,50,369,4747
12-May-14,35395,38494,28858,14945,1826,119518,1505,123,1723,0,308,3659
6-Jun-14,40543,39267,32043,15164,1917,128934,2516,1135,1900,200,337,6088
10-Aug-14,42762,35643,30856,16055,1922,127238,2580,291,670,100,413,4054
6-Nov-14,36018,40020,31563,15308,1999,124908,1664,458,2126,100,224,4572
26-Jan-15,36722,35475,30621,14875,2026,119719,1384,206,1183,246,168,3187
30-Jan-15,37987,38036,33849,14379,2111,126362,2223,406,1575,0,152,4356
26-Oct-14,37241,35022,29037,16547,2072,119919,900,92,2133,262,234,3621
9-Mar-15,30571,36283,30322,15858,2082,115116,1115,190,1078,169,118,2670
30-Jul-14,42588,34359,31200,16312,1871,126330,1845,430,880,200,357,3712
24-Apr-14,35193,41174,33908,16315,1991,128581,3188,359,3419,430,208,7604
9-Dec-14,38362,41371,32442,15260,2050,129485,2168,128,1367,80,111,3854
26-Sep-14,43931,43050,33191,16105,1938,138215,2901,766,2721,699,277,7364
29-Apr-14,37490,40765,33808,15538,1818,129419,1883,254,3425,59,327,5948
4-Mar-15,31940,35498,33155,15965,1982,118540,1386,346,1358,537,207,3834
4-Dec-14,37750,41610,31286,14943,2048,127637,2161,268,2507,100,168,5204
10-Nov-14,35601,39330,29956,15786,1939,122612,1350,92,1951,375,132,3900
16-Jun-14,39988,36187,29523,14140,1871,121709,1550,201,1400,0,354,3505
2-May-14,38592,39027,30543,13516,1731,123409,1725,125,981,23,388,3242
7-Mar-15,29403,30265,32581,14428,2057,108734,335,155,1025,70,85,1670
7-Dec-14,37455,39220,31845,15090,1921,125531,1603,221,1269,358,260,3711
13-Nov-14,37135,42550,30459,15593,2070,127807,1560,678,1823,607,120,4788
28-Sep-14,43562,43270,31635,16167,2016,136650,2618,729,2787,391,229,6754
27-Apr-14,36045,41896,33252,16603,1751,129547,2120,514,2723,157,366,5880
3-Aug-14,42386,35682,31793,16077,2014,127952,2971,530,1745,100,322,5668
15-Jun-14,40496,38335,31450,14978,1901,127160,1915,432,2090,0,382,4819
1-May-14,38163,39663,32365,16840,1891,128922,3059,317,3238,49,295,6958
18-Jun-14,43444,38061,32695,15647,1679,131526,1858,414,2950,14,553,5789
21-Feb-15,36178,39816,34829,15147,2101,128071,1116,218,2182,320,117,3953
23-Jul-14,43928,34584,32115,15723,1783,128133,3732,569,1380,756,473,6910
3-Nov-14,35940,38639,28865,15144,2000,120588,1400,140,2050,366,98,4054
17-Dec-14,37812,39396,32043,15249,2144,126644,1367,189,1562,307,99,3524
26-Jul-14,43411,34381,32334,16123,1868,128117,2765,644,1650,250,480,5789
8-Jun-14,41883,40604,31433,14828,1959,130707,1965,481,1950,0,330,4726
25-Jan-15,37574,38581,32815,15328,2013,126311,2174,380,1700,0,184,4438
25-Oct-14,36431,35417,29678,16785,2086,120397,480,111,2169,40,175,2975
1-Jul-14,45242,40510,33048,14992,1954,135746,1520,409,1550,150,278,3907
28-Jan-15,37103,36844,32896,14917,2118,123878,2354,249,1334,558,140,4635
23-Mar-15,31630,38080,33172,16317,2086,121285,1743,127,1317,166,149,3502
11-May-14,34050,39991,30952,15746,1839,122578,1725,266,1935,409,297,4632
5-Jun-14,40333,39061,31425,15606,1864,128289,2165,1442,2550,400,379,6936
28-Oct-14,36982,37902,29785,15659,2016,122344,1170,89,2038,415,216,3928
20-Nov-14,37480,40756,31267,15009,1911,126423,1765,87,2225,308,227,4612
13-Aug-14,42019,36840,33022,15846,1998,129725,4118,396,750,393,299,5956
15-Oct-14,34192,42809,31661,15867,2102,126631,1100,97,4760,678,204,6839
15-Jan-15,38884,35759,31544,14366,2099,122652,4008,375,1169,512,129,6193
23-Aug-14,46069,39487,32254,15594,1834,135238,3976,1189,1550,1400,459,8574
18-Oct-14,35414,42603,30622,15846,2005,126490,2636,148,3991,681,260,7716
21-May-14,38442,39554,31803,15992,1899,127690,2398,1204,2816,459,358,7235
18-Jan-15,38735,38820,30473,14831,2063,124922,1656,327,1505,361,145,3994
13-Jul-14,45675,36693,29662,15670,1847,129547,4921,672,1330,688,391,8002
7-Apr-14,34052,39566,33112,15644,1920,124294,2040,143,3192,38,160,5573
5-Sep-14,36572,35611,32902,16119,1963,123167,2825,528,470,317,312,4452
27-Mar-15,35701,41061,36518,17059,2038,132377,1528,221,1305,588,301,3943
8-Sep-14,35376,34178,28354,14814,1924,114646,3557,352,350,767,318,5344
27-Dec-14,39220,40460,31400,15448,2007,128535,2861,405,2772,675,271,6984
31-May-14,32602,40017,32650,16190,1790,123249,100,785,2220,0,448,3553
25-Jun-14,43035,40158,32360,15940,1809,133302,1415,387,3600,455,405,6262
8-Jan-15,39104,38900,33104,14152,2022,127282,2237,323,1616,794,234,5204
8-Oct-14,42584,41881,31899,15839,2028,134231,3183,1075,2020,452,230,6960
11-Feb-15,37441,38749,34607,15492,2069,128358,1803,258,1372,0,173,3606
5-Jan-15,37978,35839,30111,13292,1981,119201,1708,102,1299,150,133,3392
28-Jun-14,43759,38845,33219,15080,1920,132823,2100,1083,2000,472,334,5989
5-Oct-14,42259,42907,31796,15500,2008,134470,1500,507,1833,16,204,4060
18-Sep-14,41677,38379,33506,15680,1974,131216,3725,303,630,756,244,5658
23-Nov-14,36507,42367,30889,15450,1991,127204,1256,117,2670,150,170,4363
15-Sep-14,35673,35467,31285,15926,2044,120395,3180,463,500,769,230,5142
17-Apr-14,34864,39274,33228,15579,1792,124737,2783,372,2682,405,331,6573
3-Jul-14,42662,41385,32804,15925,1982,134758,1835,479,2200,14,300,4828
3-Sep-14,41211,36475,31479,15377,1898,126440,3413,303,1195,707,415,6033
15-Jul-14,45545,38207,30664,16359,1959,132735,4484,398,1380,509,342,7113
1-Apr-14,31972,37858,34569,15969,1848,122216,2453,193,2018,600,244,5508
21-Dec-14,38526,40065,31087,15347,2114,127139,2968,225,1363,745,190,5491
22-Apr-14,34506,38938,33870,15819,1901,125034,2391,376,2720,287,288,6062
6-Feb-15,37900,39263,34179,14869,2066,128277,2469,230,1223,150,219,4291
21-Mar-15,32876,38490,34814,17366.41256,1879,125425.4126,1575,256,1589,450,377,4247
18-Jul-14,41135,34949,31885,16080,1912,125961,2870,124,1300,560,405,5259
13-Jan-15,39847,39371,32231,14986,2175,128610,2200,108,1436,407,121,4272
7-Feb-15,37088,39563,33747,14561,2130,127089,1833,213,1262,400,151,3859
28-Aug-14,44601,39044,31071,15444,1873,132033,5572,1300,1000,823,415,9110
13-Oct-14,37334,40849,28163,15116,2094,123556,2279,99,3180,408,179,6145
27-May-14,38626,39706,28790,13923,1772,122817,1864,635,5158,566,424,8647
25-Aug-14,45445,37881,29897,15536,1884,130643,2890,1294,600,755,342,5881
31-Mar-15,31781,40281,35178,13467,2101,122808,1032,158,1757,0,188,3135
8-Jul-14,44005,39776,31424,15601,1862,132667,2391,748,1780,745,389,6053
25-Nov-14,37613,41860,31195,15056,2045,127769,1532,274,2151,180,121,4258
31-Dec-14,40469,40242,32256,14690,2145,129802,2277,272,1642,609,118,4918
11-Apr-14,34815,41419,34107,15602,1932,127875,2023,132,3138,658,221,6172
5-Jul-14,44121,39206,32691,15592,1870,133480,2292,856,2450,500,374,6472
13-Sep-14,37441,36797,34380,16763,2016,127397,4723,152,700,184,321,6080
28-Nov-14,38516,40384,31070,15219,1964,127153,1328,117,2878,410,235,4968
23-Jun-14,41846,36972,29618,15453,1909,125798,1550,204,2050,0,215,4019
17-Feb-15,36457,39612,34238,14988,1987,127282,1781,434,1872,200,232,4519
3-Jan-15,38606,36490,32624,14796,2138,124654,1044,86,1610,225,98,3063
13-Jun-14,33245,39663,32024,15505,1912,122348,1550,1033,2450,292,358,5683
7-May-14,38717,40153,31242,15123,1906,127141,1500,663,1720,0,328,4211
5-Aug-14,42402,34510,32594,15841,1935,127282,2640,601,1350,425,310,5326
6-Apr-14,35275,39616,33789,15778,1859,126317,2641,195,4175,205,257,7473
27-Feb-15,35572,39446,34506,15174,2094,126792,1380,175,1596,265,193,3609
8-Aug-14,41785,36136,32316,15494,1940,127671,3658,349,1290,478,416,6191
1-Dec-14,37457,39604,28541,14536,2074,122212,1349,270,1402,300,73,3394
15-Nov-14,37525,40736,29948,15839,2029,126077,1456,130,2502,150,123,4361
18-Nov-14,37360,41749,31441,15492,1965,128007,1715,192,1527,391,126,3951
23-Sep-14,43796,41166,33036,15336,1648,134982,4056,242,1990,820,431,7539
21-Apr-14,31541,34411,31900,15562,1879,115293,2053,261,2553,0,219,5086
28-Jan-15,37103,36844,32896,14917,2118,123878,2354,249,1334,558,140,4635
23-Oct-14,39036,41043,27701,17649,2097,127526,1505,98,3051,170,193,5017
17-Aug-14,42625,35852,31408,15028,1790,126703,2522,981,2350,700,436,6989
23-Jan-15,37781,38330,33514,14952,2124,126701,1383,261,1405,400,169,3618
17-May-14,36126,39967,33296,15302,1891,126583,3308,502,2482,308,348,6948
3-Jun-14,37907,38934,29648,15582,1943,124014,2165,721,1150,315,287,4638
25-Jul-14,42569,34459,32452,15476,1958,126914,3346,462,1000,971,359,6138
8-Nov-14,36499,41848,31718,16007,1949,128020,1602,145,3100,561,223,5631
28-Jul-14,42752,32629,29622,16425,1968,123396,2506,1429,950,215,326,5426
11-Mar-15,32901,39073,33704,16730,2074,124482,1269,156,1218,300,198,3141
5-Nov-14,36362,39397,30829,15031,2028,123647,1090,727,2329,254,196,4596
11-Dec-14,38843,41684,32073,15021,2102,129723,2472,335,1454,633,79,4973
17-Jun-14,43128,38594,32410,16078,1889,132099,1865,362,2900,22,382,5531
6-Jul-14,44208,39289,31719,16029,1786,133031,2412,781,2470,500,474,6637
