date,NR_peak_demand,WR_peak_demand,SR_peak_demand,ER_peak_demand,NER_peak_demand,Total_peak_demand,NR_peak_shortage,WR_peak_shortage,SR_peak_shortage,ER_peak_shortage,NER_peak_shortage,Total_peak_shortage
11th Apr 2020,35178,33510,32272,16574,1918,119452,648,0,0,0,300,948
05th Jul 2020,60198,41860,34904,21630,2665,161257,338,0,0,0,178,516
13th  Sep 2020,64565,45407,35713,22490,2923,171098,380,0,0,0,101,481
28th Nov 2020,45629,49679,35095,16414,2477,149294,60,0,0,0,33,93
3rd Oct 2020,51290,47587,36311,20999,2825,159012,100,0,0,0,138,238
3rd Jan 2021,50711,51356,39773,17890,2523,162253,930,0,0,0,29,959
12th Apr 2020,36428,35419,33163,16359,1910,123279,510,0,0,0,172,682
06th Jul 2020,53319,37901,31961,21026,2604,146811,447,0,0,0,9,456
10th  Sep 2020,61826,47933,37165,22187,3031,172142,593,0,0,90,7,690
07th Jun 2020,44830,38807,35351,20261,2459,141708,290,0,0,0,11,301
26th Nov 2020,44682,50355,35800,16938,2473,150248,75,0,0,0,4,79
15th Feb 2021,45887,50271,40068,19018,2410,157654,550,27,0,0,30,607
20th Jun 2020,56475,40565,37857,21310,2695,158902,441,0,0,0,7,448
20th Feb 2021,48410,50650,42615,18975,2511,163161,580,0,0,108,25,713
22nd Sep 2020,65893,45738,35433,21504,2705,171273,134,0,0,0,12,146
22nd Dec 2020,53074,51822,39119,18372,2502,164889,550,0,0,82,25,657
23rd Mar 2021,45135,53046,47097,23037,2659,170974,400,0,0,0,132,532
16th Jul 2020,59882,41115,34238,21526,2730,159491,1114,0,0,0,6,1120
02nd Apr 2020,32699,32386,34817,16596,2180,118678,1026,0,0,0,40,1066
30th Jun 2020,56119,41942,36159,20570,2690,157480,427,0,0,0,15,442
25th May  2020,50592,42833,36510,18487,2173,150595,515,0,0,0,298,813
10th Feb 2021,51309,53499,43368,20493,2600,171269,550,0,0,152,21,723
20th Jul 2020,56496,41806,33033,19433,2518,153286,501,0,0,0,160,661
11th Jan 2021,46084,49639,36779,17540,2425,152467,780,0,0,0,48,828
5th Feb 2021,48795,54025,43370,19291,2579,168060,564,35,60,0,27,686
29th May  2020,42830,42469,36896,16181,2307,140683,470,0,0,0,3,473
10th Oct 2020,51582,50418,39433,22717,2938,167088,775,0,0,0,166,941
16th Aug 2020,55426,35135,32324,20521,2611,146017,0,0,0,0,182,182
14th May  2020,41215,39066,37180,18614,2185,138260,536,0,0,0,309,845
19th May  2020,44884,40443,34074,20377,2642,142420,982,0,0,0,21,1003
21th Jan 2021,52429,52921,42529,19021,2566,169466,670,0,0,0,27,697
13th Mar 2021,43679,53640,46664,21483,2590,168056,500,0,0,0,48,548
6th Nov 2020,44797,49938,39445,17876,2504,154560,500,0,0,0,7,507
12th Dec 2020,46636,49126,38511,17426,2437,154136,500,0,0,0,38,538
27thJul 2020,58060,42632,33098,21945,2627,158362,1063,0,0,0,168,1231
23rd May  2020,48994,42771,37842,16481,2256,148344,1398,0,0,0,224,1622
30th Sep 2020,59263,47915,35366,22625,2911,168080,365,0,0,0,7,372
17th Nov 2020,39468,41846,34250,17501,2414,135479,1050,0,0,0,43,1093
09th May  2020,41155,39285,35805,17044,2344,135633,1266,0,0,0,82,1348
31thJan 2021,52180,52400,44644,19255,2497,170976,1225,293,0,209,36,1763
25th Feb 2021,47141,53652,44359,19688,2493,167333,2280,0,0,284,30,2594
10th Jun 2020,52433,40472,37011,20438,2741,153095,498,0,0,0,101,599
04th May  2020,30890,38529,32724,17470,2159,121772,466,0,0,0,48,514
10th Jul 2020,57880,40963,36070,20873,2662,158448,734,0,0,0,157,891
06th Aug 2020,59484,40134,35782,18322,2865,156587,83,0,0,0,8,91
20th  Sep 2020,65320,46131,34675,23112,3013,172251,1124,0,0,0,160,1284
28th May  2020,48159,43718,37898,16112,2060,147947,417,0,0,0,71,488
22nd Apr 2020,37400,37046,33798,12711,1625,122580,484,0,0,0,374,858
02nd Dec 2020,46076,50587,38068,16710,2420,153861,0,0,0,0,57,57
26th Jun 2020,55390,43095,36873,19133,2551,157042,492,0,0,0,223,715
03rd Mar 2021,NR,WR,SR,ER,NER,Total,48950,54976,45796,20946,2442,173110
03nd Aug 2020,56514,43648,30795,22809,2720,156486,927,0,0,138,113,1178
15th Mar 2021,43847,52383,42310,20437,2388,161365,865,0,0,114,93,1072
04th Jan 2021,45222,49437,35566,17651,2429,150305,675,0,0,74,31,780
19th Dec 2020,51258,51096,39444,18159,2474,162431,1732,0,0,84,48,1864
21th Jul 2020,55876,42542,34935,21080,2491,156924,485,0,0,0,194,679
12th May  2020,38373,40647,36314,18684,2566,136584,495,0,0,0,54,549
06th Jun 2020,42370,37593,36543,18619,2437,137562,424,0,0,0,9,433
11th Jun 2020,51439,40111,34519,21017,2816,149902,511,0,0,0,68,579
10th Aug 2020,57784,40852,33918,20840,2743,156137,550,0,0,0,6,556
27thJan 2021,46503,48493,39399,18342,2449,155186,1210,0,40,0,22,1272
26th Oct 2020,43267,43236,32631,17901,2264,139299,6,0,0,0,10,16
10th Mar 2021,47743,56711,47070,22022,2435,175981,1139,0,0,0,121,1260
30thJul 2020,58369,45148,36164,21427,2679,163787,498,0,0,0,8,506
09th Dec 2020,47612,51420,36884,17216,2448,155580,500,0,0,39,58,597
26th Sep 2020,61517,46259,37016,20500,2619,167911,43,0,0,0,7,50
5th Mar 2021,49355,55487,45922,20595,2480,173839,620,0,0,0,90,710
10th Nov 2020,46376,51612,39853,18369,2462,158672,450,0,0,0,4,454
23rd Feb 2021,47832,52905,42683,19178,2514,165112,990,0,0,0,31,1021
17th Jun 2020,58141,40488,36885,19575,2807,157896,517,0,0,0,9,526
16th Jun 2020,58023,39065,37686,18703,2737,156214,505,0,0,0,8,513
02nd May  2020,39939,38408,31886,13668,2264,126165,519,0,0,0,27,546
14th Aug 2020,55092,39064,37380,21757,2950,156243,20,0,0,0,14,34
13th Feb 2021,50128,53120,43514,19206,2574,168542,550,41,0,0,28,619
07th Jan 2021,45885,51716,39347,18713,2553,158214,1840,0,0,0,19,1859
6th Oct 2020,51053,49642,39353,21916,2759,164723,63,0,0,0,252,315
16th  Sep 2020,65546,47353,35374,21650,2748,172671,50,0,0,0,148,198
19th Apr 2020,37381,36152,33529,15300,1821,124183,542,0,0,0,261,803
20th Aug 2020,53128,40781,37207,21346,2880,155342,100,0,0,0,117,217
22th May  2020,47040,42048,37884,14007,1939,142918,1431,0,0,0,478,1909
16th Oct 2020,52609,50607,38538,22276,3035,167065,530,0,0,0,8,538
17th Jan 2021,49768,52292,36774,18440,2509,159783,1580,0,0,128,26,1734
3rd Feb 2021,52387,53928,43418,19443,2615,171791,600,0,0,229,18,847
25th Mar 2021,46156,54146,47816,22812,2864,173794,790,489,0,141,30,1450
24th Dec 2020,52668,52021,40452,18243,2529,165913,550,0,0,186,35,771
30th Nov 2020,42848,48545,34587,16526,2354,144860,200,0,0,0,46,246
11th Jul 2020,57678,41124,35569,19810,2561,156742,294,0,0,0,255,549
03rd Jul 2020,63328,42765,35398,21879,2624,165994,815,0,0,0,11,826
30th Mar 2021,35779,45151,45870,20937,2267,150004,400,0,0,0,274,674
29th Dec 2020,53329,52319,40395,18461,2542,167046,550,0,0,0,8,558
15th Oct 2020,54095,50152,36829,23267,3034,167377,170,0,0,0,78,248
16th Jan 2021,51350,50427,35576,18665,2500,158518,650,48,0,175,28,901
2nd Feb 2021,52706,53645,43005,19116,2575,171047,0,0,0,148,46,194
23rd Aug 2020,52917,36653,35366,20109,2823,147868,0,0,0,109,156,265
19th Jan 2021,49600,53077,39683,19835,2535,164730,2951,88,0,0,23,3062
13th Jul 2020,48437,39388,32179,19787,2427,142218,448,0,0,0,247,695
08th Apr 2020,34340,33471,31567,16298,2130,117806,551,0,0,0,46,597
05th  Sep 2020,56976,45981,38490,22808,2911,167166,738,0,0,0,143,881
28th Mar 2021,43180,55377,48668,21716,2678,171619,1240,0,0,0,69,1309
08th  Sep 2020,58596,47040,38162,21316,2723,167837,288,0,0,0,136,424
27th Dec 2020,52385,52016,39661,18224,2535,164821,550,0,0,0,28,578
31st May  2020,38313,39834,33526,18278,2433,132384,520,0,0,0,101,621
04th Apr 2020,33705,32943,35066,16454,2091,120259,500,0,0,0,196,696
9th Jan 2021,48952,50710,39296,18396,2515,159869,610,0,0,0,33,643
8th Oct 2020,52801,49704,40444,21780,2868,167597,1070,0,0,0,6,1076
12th Feb 2021,49931,53122,43540,20027,2533,169153,0,30,0,0,29,59
06th Jan 2021,46115,51442,40338,18504,2539,158938,900,0,0,0,29,929
29th Jun 2020,59188,40910,34713,19372,2485,156668,368,0,0,0,6,374
5th Oct 2020,51433,46778,36005,20664,2820,157700,450,0,0,0,7,457
23rd Nov 2020,41881,47939,35061,16312,2329,143522,0,0,0,0,75,75
01th Jul 2020,60547,41820,36668,20999,2762,162796,1266,0,0,0,25,1291
15th  Sep 2020,65292,46250,34711,22962,2645,171860,440,0,0,0,15,455
8th Mar 2021,44684,52784,43123,21017,2246,163854,570,0,0,0,139,709
07th Dec 2020,44373,48577,33403,15920,2365,144638,500,0,0,169,58,727
13th Nov 2020,46637,50606,39166,18141,2500,157050,325,0,0,0,6,331
28th Sep 2020,56836,45327,33786,21397,2596,159942,8,0,0,0,133,141
27th Apr 2020,31666,35783,31019,14154,2004,114626,541,0,0,0,63,604
04th Aug 2020,55901,40256,34813,22784,2886,156640,708,0,0,0,89,797
15th Jun 2020,55474,38091,33856,18987,2455,148863,469,0,0,0,4,473
01st May  2020,39986,38518,32071,16425,2200,129200,536,0,0,0,59,595
30th May  2020,43544,42672,37268,18138,2454,144076,508,0,0,0,2,510
23rd Jul 2020,50433,43962,37571,21598,2691,156255,462,0,0,0,123,585
18th Jun 2020,59720,39605,36829,20129,2576,158859,501,0,0,0,187,688
22th Feb 2021,44365,49308,37382,18215,2418,151688,940,0,0,0,38,978
15th May  2020,37734,39962,36998,18543,2332,135569,338,0,0,0,119,457
24thJul 2020,55154,43822,36798,20398,2627,158799,663,0,0,0,4,667
3rd Nov 2020,44627,50353,40676,20075,2712,158443,160,0,0,0,49,209
17th Dec 2020,50427,50244,41974,18032,2503,163180,868,0,0,99,42,1009
18th Mar 2021,48110,55819,47676,22352,2677,176634,1369,0,0,0,39,1408
18th Oct 2020,51379,50315,37583,22194,3033,164504,40,0,0,164,64,268
19th  Sep 2020,67119,46646,36392,22277,2898,175332,415,0,0,0,22,437
09th Jun 2020,47690,39734,36975,20438,2715,147552,1077,0,0,0,26,1103
26thJan 2021,52571,52546,42347,19252,2516,169232,680,0,150,147,19,996
25th Oct 2020,46852,48558,37009,18904,2172,153495,90,0,0,0,6,96
08th Jul 2020,53050,39722,36888,20780,2713,153153,518,0,0,0,153,671
29thJan 2021,53124,52246,42941,19179,2579,170069,600,0,0,0,32,632
11th May  2020,31228,36018,35290,15310,2535,120381,556,0,0,0,33,589
28th Oct 2020,46193,50162,38582,18477,2671,156085,370,0,60,0,7,437
13th Aug 2020,58193,39023,37613,21652,2850,159331,0,0,0,0,123,123
15th Nov 2020,36906,40996,30682,17371,2370,128325,0,0,0,0,62,62
9th Oct 2020,53271,50722,39615,22494,2955,169057,440,0,0,172,2,614
10th Jan 2021,48636,51178,38521,16777,2534,157646,829,0,0,0,41,870
25th Jun 2020,55544,42004,36910,21526,2717,158701,1017,0,0,0,9,1026
31st May  2020,37932,43829,37211,17068,2472,138512,463,0,0,0,7,470
4th Oct 2020,54639,49142,38112,20611,2860,165364,0,0,0,0,7,7
05th Jan 2021,46645,50551,39652,18450,2522,157820,600,0,0,0,37,637
11th Feb 2021,50534,54042,43799,19471,2556,170402,550,0,0,174,23,747
07th Aug 2020,57137,41899,37754,21031,2825,160646,0,0,0,0,5,5
22th Nov 2020,43170,49756,38945,17650,2460,151981,540,0,0,0,54,594
17th Apr 2020,39134,36971,33969,16252,2012,128338,506,0,0,0,152,658
16th Nov 2020,33091,41409,31543,17701,2323,126067,300,0,0,0,56,356
14th  Sep 2020,63175,44509,32033,22106,2670,164493,255,0,0,0,13,268
15th Jan 2021,50601,46771,33216,18416,2425,151429,600,0,0,103,38,741
14th Oct 2020,53059,50909,35431,22812,3008,165219,778,0,0,77,102,957
20th Jan 2021,51086,53646,40215,19368,2523,166838,1579,0,0,0,54,1633
20th May  2020,46112,41215,35589,17414,2612,142942,963,0,0,0,70,1033
19th Oct 2020,47513,46603,34382,21866,2914,153278,0,0,0,92,81,173
22nd Aug 2020,51542,37450,37723,19603,2799,149117,0,0,0,102,5,107
30th Oct 2020,45662,50561,39322,19810,2787,158142,250,0,0,0,9,259
07th Apr 2020,34633,33211,32884,16450,2196,119374,509,0,0,0,28,537
12th Jul 2020,NR,WR,SR,ER,NER,Total,57634,41442,35125,20099,2560,156860
26th Dec 2020,52029,51799,38484,18093,2505,162910,880,0,0,0,38,918
09th  Sep 2020,60392,48046,39271,21826,2931,172466,703,0,0,0,111,814
27th Mar 2021,44498,55125,48299,22519,2712,173153,860,178,0,0,56,1094
22nd Jul 2020,47566,43935,36528,20154,2575,150758,662,0,0,0,152,814
17th Mar 2021,48024,55684,47709,21982,2621,176020,1017,0,0,237,33,1287
16th Dec 2020,49522,49778,39384,18028,2448,159160,558,0,0,0,43,601
2nd  Nov 2020,42791,47273,36847,20500,2589,150000,240,0,0,0,13,253
24th Oct 2020,49007,50140,37471,20018,2226,158862,0,0,0,0,22,22
25thJan 2021,49978,50887,39422,18648,2480,161415,696,0,0,0,36,732
12th Aug 2020,59359,41538,37289,22018,2760,162964,0,0,0,0,180,180
29th Oct 2020,46782,49848,40200,19092,2755,158677,17,0,0,0,8,25
05th Jun 2020,42146,36681,36690,18379,2312,136208,488,0,0,0,12,500
10th May  2020,41865,40148,35936,18589,2500,139038,1300,0,0,0,44,1344
30thJan 2021,52842,52790,44055,19398,2558,171643,1000,0,0,0,33,1033
29th Sep 2020,59802,46324,36739,22346,2815,168026,300,0,0,0,168,468
06th  Sep 2020,55027,46364,39091,22282,2719,165483,368,0,0,0,254,622
12th Nov 2020,47052,50594,40776,17857,2502,158781,300,0,0,87,9,396
6th Dec 2020,47567,51582,37156,17038,2451,155794,530,0,0,0,8,538
7th Mar 2021,48162,56037,46542,20913,2144,173798,530,0,0,0,352,882
06th Apr 2020,33660,32845,33743,15927,2098,118273,454,0,0,0,53,507
25th Sep 2020,59350,45375,39213,21006,2765,167709,0,0,0,0,112,112
26th Apr 2020,37591,37238,32788,15159,1959,124735,1059,0,0,0,62,1121
02nd Aug 2020,55500,44562,35427,22815,2709,161013,731,0,0,0,7,738
21th Feb 2021,47873,51647,41869,18863,2515,162767,613,0,0,193,45,851
19th Jun 2020,60897,40169,37354,19869,2520,160809,485,0,0,0,263,748
27th Sep 2020,59039,46408,36410,21047,2722,165626,170,0,0,0,16,186
08th Dec 2020,47414,50920,34985,17074,2430,152823,500,0,0,127,41,668
25th Apr 2020,39989,37634,33085,14033,1957,126698,561,0,0,0,63,624
31st Jul 2020,56176,45160,37223,22249,2671,163479,467,0,0,0,6,473
9th Mar 2021,47328,56370,47218,21727,2493,175136,1573,0,0,0,94,1667
5th Dec 2020,46555,50697,37167,17617,2470,154506,776,0,0,70,11,857
6th Mar 2021,48250,54968,46541,20697,2357,172813,944,0,0,134,149,1227
28th Apr 2020,35055,37233,32803,14694,2016,121801,519,0,0,0,136,655
24th Feb 2021,47028,53392,43873,19288,2534,166115,1170,39,0,0,48,1257
03rd May  2020,40679,39218,32676,16007,1935,130515,529,0,0,0,171,700
01st Aug 2020,58778,44942,36513,22670,2680,165583,545,0,0,0,9,554
16th Mar 2021,47091,54813,46972,21647,2507,173030,925,296,0,114,132,1467
15th Dec 2020,48245,48989,38760,17845,2475,156314,500,0,0,51,32,583
1st  Nov 2020,45315,49917,39867,20270,2652,158021,0,0,0,97,20,117
13th Apr 2020,36791,35747,32737,16261,2045,123581,512,0,0,0,62,574
18th Dec 2020,51328,50973,39385,18267,2496,162449,1075,0,0,0,37,1112
11th Aug 2020,60325,42312,36420,21907,2742,163706,380,0,0,198,161,739
27th Aug 2020,57687,41912,38664,21128,2967,162358,317,0,0,0,108,425
08th Jun 2020,43152,37554,33990,19555,2495,136746,541,0,0,0,70,611
07th  Sep 2020,55391,43710,34800,21600,2643,158144,153,0,0,0,137,290
27th Oct 2020,46513,48659,35872,17231,2436,150711,0,0,0,0,12,12
21st Jun 2020,57311,40973,37706,20591,2823,159404,474,0,0,0,10,484
28thJan 2021,51244,52528,43141,19074,2466,168453,1450,0,0,0,21,1471
24th May  2020,49858,43471,39016,18368,2376,153089,414,0,0,0,136,550
30th Aug 2020,56925,40246,38744,22103,2734,160752,67,0,0,0,11,78
21th Aug 2020,51075,41042,37123,19186,2758,151184,0,0,0,0,9,9
4th Feb 2021,50977,53480,43364,19473,2591,169885,950,0,70,0,21,1041
18th Jan 2021,49592,50704,36296,18141,2435,157168,712,0,0,172,36,920
17th Oct 2020,51779,50234,38535,22253,2966,165767,80,0,0,0,8,88
25th Dec 2020,53080,52424,40389,18854,2537,167284,550,0,0,0,32,582
09th Apr 2020,34583,32647,32373,15197,2099,116899,534,0,0,0,59,593
21th May  2020,46619,41649,37137,11487,2435,139327,1206,0,0,0,139,1345
26th Mar 2021,45551,54757,48060,23130,2760,174258,400,45,0,0,48,493
28th Dec 2020,47891,49639,36570,17326,2469,153895,800,0,0,0,29,829
29th Mar 2021,41817,51557,43929,21067,2530,160900,400,0,0,0,31,431
05th Apr 2020,34047,32350,35012,16446,2142,119997,539,0,0,80,50,589
7th Oct 2020,50531,49763,40123,22318,2766,165501,423,0,0,0,187,610
08th Jan 2021,49105,51517,40027,18971,2528,162148,600,0,0,0,32,632
14th Feb 2021,49568,53245,43840,19759,2545,168957,550,205,0,0,37,792
25th Nov 2020,45190,50786,38266,16820,2448,153510,263,0,0,0,5,268
31st Aug 2020,52564,38653,36197,22230,2732,152376,0,0,0,0,130,130
06th May  2020,35230,39223,34680,16710,1754,127597,1673,0,0,0,569,2242
28th Jun 2020,58209,41995,36513,19492,2411,158620,438,0,0,0,12,450
15th Apr 2020,38533,36213,34656,16450,2332,128184,517,0,0,0,33,550
17th  Sep 2020,66464,46610,36045,22236,2769,174124,305,0,0,0,157,462
01st Apr 2020,28344,31372,35444,16986,2218,114364,463,0,0,0,28,491
18th Apr 2020,37496,37593,34127,16248,1922,127386,448,0,0,0,174,622
21th Nov 2020,43168,48199,38349,17643,2472,149831,350,0,0,0,10,360
24th Mar 2021,42813,53374,47187,23262,2820,169456,400,0,0,0,21,421
23rd Dec 2020,51560,52031,39454,18390,2520,163955,931,0,0,163,40,1134
18th Jul 2020,60376,42577,34986,22053,2732,162724,932,0,0,0,183,1115
03rd Apr 2020,33772,32493,35880,16574,2032,120751,541,0,0,0,159,700
17th Jul 2020,59817,41470,34391,21665,2739,160082,1110,0,0,0,10,1120
01st Sep 2020,55477,42045,39002,22599,2841,161964,0,0,0,289,114,403
28th Aug 2020,58526,40674,38280,20285,2873,160638,163,0,0,0,178,341
9th Feb 2021,50455,53159,42772,20104,2605,169095,580,51,0,206,27,864
11th Oct 2020,52570,49972,37928,22647,3008,166125,448,0,0,0,145,593
6th Feb 2021,50294,53301,43645,19408,2551,169199,1079,0,0,0,30,1109
12th Jan 2021,49818,51819,39609,19093,2520,162859,760,142,0,0,43,945
11th  Sep 2020,64254,45635,37025,22258,2887,172060,280,0,0,0,12,292
14th Apr 2020,37306,36205,34318,17007,2191,127027,865,0,0,0,27,892
27th Nov 2020,45527,50718,33356,16651,2475,148727,0,0,0,0,9,9
1st Jan 2021,53378,51158,39539,18555,2539,165169,870,0,0,149,48,1067
16th Feb 2021,48934,53042,44282,19790,2520,168568,550,57,0,0,33,640
01st Oct 2020,NR,WR,SR,ER,NER,Total,58732,48015,35868,21300,2933,166848
18th Feb 2021,NR,WR,SR,ER,NER,TOTAL,48239,51875,44390,19010,2546,166060
16th May  2020,43103,40297,37132,18927,2416,141875,547,0,0,0,91,638
26th Feb 2021,47393,53501,44850,19940,2431,168115,1969,0,0,195,94,2258
01stFeb 2021,49479,50806,40882,18998,2476,162641,600,0,0,88,40,728
05th May  2020,37536,38654,34676,17338,2367,130571,466,0,0,0,23,489
12th Jun 2020,51691,39849,34756,20956,2721,149973,617,0,0,0,7,624
01st Mar 2021,45884,51784,41316,18961,2384,160329,890,0,0,141,8,1039
24th Apr 2020,37781,37527,33907,13279,1924,124418,702,0,0,0,166,868
21st  Sep 2020,64583,43188,30344,22866,2838,163819,0,0,0,0,184,184
04th Mar 2021,49097,54703,45136,20306,2504,171746,500,0,0,0,33,533
03rd Dec 2020,46523,50723,38228,16925,2437,154836,581,0,0,0,7,588
01st Jun 2020,43257,40809,35541,17237,2486,139330,489,0,0,0,82,571
17th Aug 2020,57960,38779,32047,21387,2674,152847,0,0,0,0,9,9
22nd Jan 2021,51542,53340,42891,18962,2568,169303,920,0,0,0,25,945
18th May  2020,43674,40093,32707,19517,2433,138424,540,0,0,0,44,584
13th Dec 2020,46583,49266,38574,17079,2443,153945,500,0,0,0,44,544
7th Nov 2020,45606,50606,40337,17991,2535,157075,550,0,0,0,90,640
14th Mar 2021,46550,54080,46582,20022,2174,169408,615,0,0,0,374,989
23rd Jan 2021,52871,53400,43530,19053,2582,171436,900,0,0,0,27,927
19th Aug 2020,58685,40088,36581,21574,2832,159760,0,0,0,0,102,102
22nd Oct 2020,48024,50503,37259,22246,2875,160907,290,0,0,0,22,312
02nd Jun 2020,44705,38432,35759,18165,2398,139459,518,0,0,0,209,727
17th May  2020,43861,40948,36537,18516,2317,142179,1085,0,0,0,154,1239
9th Nov 2020,44302,48844,35290,17364,2345,148145,5,0,0,0,74,79
25thJul 2020,55560,43470,36320,21236,2675,159261,519,0,0,0,9,528
30th Apr 2020,38538,38218,32348,15395,2069,126568,928,0,0,0,119,1047
10th Dec 2020,47399,51159,37496,17783,2508,156345,500,0,0,0,45,545
4th Nov 2020,45014,50605,41232,19481,2703,159035,80,0,0,54,121,255
29thJul 2020,61544,45004,36811,20986,2692,167037,454,0,0,0,101,555
07th May  2020,38308,39060,34588,16996,2284,131236,461,0,0,0,72,533
13th Jun 2020,56139,39031,35294,20077,2575,153116,520,0,0,0,18,538
09th Aug 2020,61649,42428,38504,21387,2796,166764,1385,0,0,0,5,1390
27th Feb 2021,47668,53545,45560,19759,2436,168968,1043,0,0,177,60,1280
14th Nov 2020,44079,48194,35348,18199,2497,148317,0,0,0,0,43,43
20th Apr 2020,37662,36334,33493,16004,1942,125435,512,0,0,0,177,689
23rd Sep 2020,64729,45854,36747,21153,2628,171111,288,0,0,0,8,296
19th Nov 2020,43418,48576,37751,18186,2433,150364,548,0,0,0,6,554
30th Dec 2020,52951,52145,40909,18383,2525,166913,550,0,0,40,37,627
24th Nov 2020,43622,48907,38810,16484,2406,150229,928,0,0,0,5,933
09th Jul 2020,54375,41238,36068,21085,2610,155376,628,0,0,0,163,791
31st Mar 2021,40488,52639,48921,22782,2137,166967,930,0,0,0,287,1217
29th Nov 2020,46048,50906,37230,17429,2476,154089,20,0,0,0,7,27
12th  Sep 2020,64894,45635,37354,22171,2925,172979,433,0,0,0,119,552
4th Dec 2020,47150,51308,36990,17602,2443,155493,500,0,0,0,41,541
04th Jul 2020,61135,41932,33378,21513,2687,160645,1254,0,0,0,168,1422
10th Apr 2020,34831,34691,29496,15952,2101,117071,483,0,0,0,104,587
19th Feb 2021,48361,50438,44026,19058,2527,164410,550,0,0,111,38,699
2nd Jan 2021,52357,49548,37166,17301,2390,158762,550,0,0,102,47,699
17th Feb 2021,47215,50983,44497,18110,2484,163289,550,0,50,0,38,638
14th Jul 2020,55728,41697,35865,20692,2675,156657,1537,0,0,0,153,1690
21st Mar 2021,47755,53208,47328,22454,2567,173312,940,0,0,161,195,1296
20th Dec 2020,51950,51324,38903,17415,2517,162109,625,0,0,0,29,654
12th Oct 2020,50366,47335,33604,22180,2892,156377,0,0,0,63,7,70
29th Aug 2020,54855,40692,39171,22036,2868,159622,965,0,0,0,10,975
7th Feb 2021,49020,53475,42814,18834,2547,166690,1196,31,0,0,46,1273
13th Jan 2021,50414,52670,39878,17836,2568,163366,1078,46,0,0,26,1150
